metric,unit,pop_weighted_mean,p50,p75,p90,p95,p99,max
drive_time_min,min,9.498268722420363,7.046951733137432,11.072277834386002,19.519519805908203,26.882545566558754,41.48105523003471,173.419189453125
drive_distance_km,km,13.024279088811058,8.837779726300926,14.809470372322279,28.231797981262208,40.693862120959224,65.38238751618758,221.2238006591797
